name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),355460934.00,3.184071,None,0.00,0.000002,10,31
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),417658228.00,3.217175,None,0.00,0.000001,12,31
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),484644366.00,3.283369,None,0.00,0.000001,14,31
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),542246575.00,3.323755,None,0.00,0.000002,16,31
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),603025041.00,3.346022,None,0.00,0.000002,18,31
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),663977333.00,3.395735,None,0.00,0.000002,20,31
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8498459.00,5.894757,None,0.00,0.000002,10,32
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),10003099.00,5.891283,None,0.00,0.000001,12,32
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11487747.00,5.961518,None,0.00,0.000002,14,32
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12951578.00,5.973737,None,0.00,0.000002,16,32
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14443355.00,6.025707,None,0.00,0.000001,18,32
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15788524.00,6.076259,None,0.00,0.000002,20,32
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8471260.00,5.876050,None,0.00,0.000002,10,33
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),10011460.00,5.901372,None,0.00,0.000001,12,33
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),11500081.00,5.983247,None,0.00,0.000002,14,33
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),12985191.00,6.144800,None,0.00,0.000002,16,33
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),14344944.00,6.007782,None,0.00,0.000002,18,33
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),15822829.00,6.080834,None,0.00,0.000001,20,33
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),8483544.00,5.907925,None,0.00,0.000002,10,34
instances/large/d18512.tsp,18512,Random Nearest Neighbor (RNN),9979840.00,5.935423,None,0.00,0.000002,12,34
