name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1742817.00,0.025505,None,0.00,0.000002,12,26
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2015366.00,0.025191,None,0.00,0.000001,14,26
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2193327.00,0.026071,None,0.00,0.000002,16,26
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2443361.00,0.028869,None,0.00,0.000002,18,26
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2708311.00,0.026960,None,0.00,0.000002,20,26
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1433911.00,0.027614,None,0.00,0.000001,10,27
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1695018.00,0.028916,None,0.00,0.000002,12,27
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1994132.00,0.031393,None,0.00,0.000002,14,27
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2243141.00,0.034304,None,0.00,0.000002,16,27
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2427875.00,0.031564,None,0.00,0.000002,18,27
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2672134.00,0.030525,None,0.00,0.000001,20,27
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1485575.00,0.028331,None,0.00,0.000002,10,28
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1719938.00,0.028508,None,0.00,0.000003,12,28
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2011001.00,0.029745,None,0.00,0.000002,14,28
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2269018.00,0.028409,None,0.00,0.000001,16,28
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2489546.00,0.028907,None,0.00,0.000002,18,28
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2687341.00,0.029043,None,0.00,0.000001,20,28
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1479244.00,0.027642,None,0.00,0.000002,10,29
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1728712.00,0.028522,None,0.00,0.000002,12,29
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2000239.00,0.030146,None,0.00,0.000002,14,29
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2229123.00,0.029264,None,0.00,0.000002,16,29
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2449045.00,0.029745,None,0.00,0.000002,18,29
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2760746.00,0.029564,None,0.00,0.000002,20,29
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1501246.00,0.027846,None,0.00,0.000001,10,30
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1787670.00,0.029166,None,0.00,0.000002,12,30
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1971119.00,0.032917,None,0.00,0.000002,14,30
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2206471.00,0.029393,None,0.00,0.000002,16,30
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2499570.00,0.028757,None,0.00,0.000002,18,30
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2705223.00,0.028905,None,0.00,0.000002,20,30
